,Item 1,Item 2,,,support,confidence,lift,,conviction
581,"frozenset({'tropical fruit', 'whole milk', 'root vegetables'})",frozenset({'yogurt'}),,,0.00569395,0.474576271,3.401937046,,1.63772242
22,"frozenset({'yogurt', 'citrus fruit'})",frozenset({'whole milk'}),,,0.010269446,0.474178404,1.855767848,,1.415849009
2543,"frozenset({'whole milk', 'root vegetables'})",frozenset({'other vegetables'}),,,0.023182511,0.474012474,2.449770195,,1.533320339
1195,"frozenset({'butter', 'domestic eggs'})",frozenset({'other vegetables'}),,,0.004575496,0.473684211,2.448073679,,1.532364006
3348,"frozenset({'whipped/sour cream', 'soda'})",frozenset({'whole milk'}),,,0.005490595,0.473684211,1.853833749,,1.414519573
3727,frozenset({'domestic eggs'}),frozenset({'whole milk'}),,,0.029994916,0.47275641,1.850202664,,1.412030417
3985,"frozenset({'frozen vegetables', 'whole milk'})",frozenset({'other vegetables'}),,,0.00965938,0.472636816,2.44266058,,1.529320582
3543,"frozenset({'whipped/sour cream', 'fruit/vegetable juice'})",frozenset({'other vegetables'}),,,0.004270463,0.471910112,2.438904863,,1.527216087
3220,"frozenset({'other vegetables', 'napkins'})",frozenset({'whole milk'}),,,0.006812405,0.471830986,1.846580878,,1.409556346
1252,"frozenset({'bottled beer', 'other vegetables'})",frozenset({'whole milk'}),,,0.007625826,0.471698113,1.846060861,,1.40920183
1991,"frozenset({'other vegetables', 'chicken'})",frozenset({'whole milk'}),,,0.008439248,0.471590909,1.845641302,,1.40891593
3614,"frozenset({'pork', 'other vegetables'})",frozenset({'whole milk'}),,,0.010167768,0.469483568,1.837393908,,1.403319371
1776,"frozenset({'beef', 'other vegetables'})",frozenset({'whole milk'}),,,0.009252669,0.469072165,1.835783821,,1.402231973
263,"frozenset({'other vegetables', 'margarine'})",frozenset({'whole milk'}),,,0.009252669,0.469072165,1.835783821,,1.402231973
2512,"frozenset({'pastry', 'other vegetables'})",frozenset({'whole milk'}),,,0.010574479,0.468468468,1.833421165,,1.400639363
3891,"frozenset({'sausage', 'domestic eggs'})",frozenset({'whole milk'}),,,0.004473818,0.468085106,1.83192082,,1.399629893
2684,"frozenset({'bottled water', 'root vegetables'})",frozenset({'whole milk'}),,,0.007320793,0.467532468,1.829757986,,1.398177242
1070,"frozenset({'yogurt', 'butter', 'whole milk'})",frozenset({'other vegetables'}),,,0.00437214,0.467391304,2.415550961,,1.514258739
35,"frozenset({'yogurt', 'citrus fruit', 'whole milk'})",frozenset({'other vegetables'}),,,0.004778851,0.465346535,2.404983273,,1.508467491
2723,"frozenset({'other vegetables', 'waffles'})",frozenset({'whole milk'}),,,0.004677173,0.464646465,1.818463183,,1.390639898
3714,"frozenset({'yogurt', 'dessert'})",frozenset({'other vegetables'}),,,0.004575496,0.463917526,2.397597933,,1.504446443
1907,"frozenset({'other vegetables', 'frankfurter'})",frozenset({'whole milk'}),,,0.007625826,0.462962963,1.811874549,,1.386280525
756,"frozenset({'tropical fruit', 'pip fruit'})",frozenset({'other vegetables'}),,,0.009456024,0.462686567,2.391236147,,1.500999831
1758,"frozenset({'beef', 'root vegetables'})",frozenset({'whole milk'}),,,0.008032537,0.461988304,1.808060076,,1.383769147
2307,"frozenset({'citrus fruit', 'fruit/vegetable juice'})",frozenset({'other vegetables'}),,,0.004778851,0.460784314,2.381405006,,1.49570458
3927,"frozenset({'shopping bags', 'domestic eggs'})",frozenset({'whole milk'}),,,0.004168785,0.460674157,1.802916967,,1.38039739
3837,"frozenset({'pastry', 'domestic eggs'})",frozenset({'whole milk'}),,,0.004168785,0.460674157,1.802916967,,1.38039739
3262,"frozenset({'root vegetables', 'napkins'})",frozenset({'other vegetables'}),,,0.004575496,0.459183673,2.373132648,,1.491277782
1092,"frozenset({'tropical fruit', 'butter'})",frozenset({'yogurt'}),,,0.004575496,0.459183673,3.291597251,,1.591109917
3615,"frozenset({'pork', 'whole milk'})",frozenset({'other vegetables'}),,,0.010167768,0.458715596,2.370713552,,1.489988195
3398,"frozenset({'rolls/buns', 'whipped/sour cream'})",frozenset({'other vegetables'}),,,0.006710727,0.458333333,2.368737958,,1.488936686
2319,"frozenset({'pip fruit', 'fruit/vegetable juice'})",frozenset({'other vegetables'}),,,0.00437214,0.457446809,2.364156259,,1.486503783
1764,"frozenset({'beef', 'root vegetables'})",frozenset({'other vegetables'}),,,0.007930859,0.456140351,2.357404283,,1.482932909
3294,"frozenset({'hamburger meat', 'other vegetables'})",frozenset({'whole milk'}),,,0.006304016,0.455882353,1.784163526,,1.368240839
2891,"frozenset({'sausage', 'root vegetables'})",frozenset({'other vegetables'}),,,0.006812405,0.455782313,2.355553887,,1.481957295
2500,"frozenset({'sausage', 'pastry'})",frozenset({'whole milk'}),,,0.00569395,0.455284553,1.781823946,,1.366739257
2476,"frozenset({'pastry', 'bottled water'})",frozenset({'whole milk'}),,,0.004067107,0.454545455,1.778931375,,1.364887307
3343,"frozenset({'whipped/sour cream', 'whole milk'})",frozenset({'other vegetables'}),,,0.014641586,0.454258675,2.34767949,,1.477819866
48,"frozenset({'citrus fruit', 'tropical fruit'})",frozenset({'whole milk'}),,,0.009049314,0.454081633,1.777116139,,1.363727675
60,"frozenset({'citrus fruit', 'tropical fruit'})",frozenset({'other vegetables'}),,,0.009049314,0.454081633,2.346764507,,1.477340606
2764,"frozenset({'salty snack', 'other vegetables'})",frozenset({'whole milk'}),,,0.004880529,0.452830189,1.772218426,,1.360608664
380,"frozenset({'rolls/buns', 'yogurt'})",frozenset({'whole milk'}),,,0.015556685,0.452662722,1.77156302,,1.360192363
3232,"frozenset({'rolls/buns', 'napkins'})",frozenset({'whole milk'}),,,0.005287239,0.452173913,1.769649994,,1.358978704
724,"frozenset({'yogurt', 'pip fruit'})",frozenset({'other vegetables'}),,,0.008134215,0.451977401,2.335889511,,1.471668091
110,"frozenset({'citrus fruit', 'other vegetables'})",frozenset({'whole milk'}),,,0.013014743,0.450704225,1.763898152,,1.355342641
3312,frozenset({'whipped/sour cream'}),frozenset({'whole milk'}),,,0.032231825,0.44964539,1.759754242,,1.352735077
299,"frozenset({'root vegetables', 'margarine'})",frozenset({'whole milk'}),,,0.004982206,0.449541284,1.759346809,,1.352479241
3843,"frozenset({'pastry', 'domestic eggs'})",frozenset({'other vegetables'}),,,0.004067107,0.449438202,2.322766537,,1.464880736
819,"frozenset({'pip fruit', 'whole milk'})",frozenset({'other vegetables'}),,,0.013523132,0.449324324,2.322177998,,1.464577804
2534,frozenset({'root vegetables'}),frozenset({'whole milk'}),,,0.048906965,0.44869403,1.756030952,,1.350400732
3486,"frozenset({'tropical fruit', 'whipped/sour cream'})",frozenset({'yogurt'}),,,0.006202339,0.448529412,3.215223589,,1.560370107
2672,"frozenset({'bottled water', 'root vegetables'})",frozenset({'other vegetables'}),,,0.00701576,0.448051948,2.315602159,,1.461201591
441,"frozenset({'tropical fruit', 'whole milk', 'other vegetables'})",frozenset({'yogurt'}),,,0.007625826,0.446428571,3.200163994,,1.554448399
500,"frozenset({'rolls/buns', 'tropical fruit'})",frozenset({'whole milk'}),,,0.01098119,0.446280992,1.746587168,,1.344515855
2860,"frozenset({'sausage', 'yogurt'})",frozenset({'whole milk'}),,,0.008744281,0.445595855,1.743905783,,1.342854292
156,"frozenset({'citrus fruit', 'whole milk', 'other vegetables'})",frozenset({'root vegetables'}),,,0.005795628,0.4453125,4.085492945,,1.606312609
776,"frozenset({'rolls/buns', 'pip fruit'})",frozenset({'whole milk'}),,,0.006202339,0.445255474,1.742573653,,1.342030343
2332,frozenset({'sugar'}),frozenset({'whole milk'}),,,0.015048297,0.444444444,1.739399567,,1.340071174
527,"frozenset({'rolls/buns', 'tropical fruit', 'whole milk'})",frozenset({'yogurt'}),,,0.004880529,0.444444444,3.185941043,,1.548896797
2427,"frozenset({'yogurt', 'pastry', 'whole milk'})",frozenset({'other vegetables'}),,,0.004067107,0.444444444,2.29695802,,1.451713269
3921,"frozenset({'bottled water', 'domestic eggs'})",frozenset({'other vegetables'}),,,0.004067107,0.444444444,2.29695802,,1.451713269
1782,"frozenset({'yogurt', 'beef'})",frozenset({'other vegetables'}),,,0.005185562,0.443478261,2.291964633,,1.449192933
3280,frozenset({'hamburger meat'}),frozenset({'whole milk'}),,,0.014743264,0.443425076,1.735410118,,1.337616832
1836,"frozenset({'rolls/buns', 'soda', 'other vegetables'})",frozenset({'whole milk'}),,,0.00437214,0.443298969,1.734916578,,1.337313826
2646,"frozenset({'soda', 'root vegetables'})",frozenset({'other vegetables'}),,,0.008235892,0.442622951,2.287544257,,1.446969108
1300,"frozenset({'bottled beer', 'root vegetables'})",frozenset({'other vegetables'}),,,0.004270463,0.442105263,2.284868767,,1.445626421
168,"frozenset({'sausage', 'citrus fruit'})",frozenset({'whole milk'}),,,0.004982206,0.441441441,1.727646867,,1.332866491
2281,"frozenset({'yogurt', 'fruit/vegetable juice'})",frozenset({'other vegetables'}),,,0.008235892,0.440217391,2.275111951,,1.440751033
886,"frozenset({'pastry', 'pip fruit'})",frozenset({'other vegetables'}),,,0.004677173,0.438095238,2.264144334,,1.435309729
1064,"frozenset({'yogurt', 'butter'})",frozenset({'other vegetables'}),,,0.006405694,0.4375,2.26106805,,1.433790883
2634,"frozenset({'soda', 'root vegetables'})",frozenset({'whole milk'}),,,0.008134215,0.43715847,1.71088482,,1.322723975
2209,"frozenset({'tropical fruit', 'fruit/vegetable juice'})",frozenset({'whole milk'}),,,0.005998983,0.437037037,1.710409574,,1.322438659
1664,"frozenset({'whipped/sour cream', 'curd'})",frozenset({'yogurt'}),,,0.004575496,0.436893204,3.131810977,,1.52812615
2765,"frozenset({'salty snack', 'whole milk'})",frozenset({'other vegetables'}),,,0.004880529,0.436363636,2.255195146,,1.430900175
1925,"frozenset({'yogurt', 'frankfurter'})",frozenset({'other vegetables'}),,,0.004880529,0.436363636,2.255195146,,1.430900175
80,"frozenset({'citrus fruit', 'bottled water'})",frozenset({'whole milk'}),,,0.005897306,0.436090226,1.706704086,,1.320218268
1777,"frozenset({'beef', 'whole milk'})",frozenset({'other vegetables'}),,,0.009252669,0.435406699,2.250249543,,1.428474921
276,"frozenset({'tropical fruit', 'margarine'})",frozenset({'yogurt'}),,,0.004067107,0.434782609,3.116681455,,1.522419929
2530,frozenset({'root vegetables'}),frozenset({'other vegetables'}),,,0.0473818,0.434701493,2.246604929,,1.426692908
1342,"frozenset({'bottled water', 'other vegetables'})",frozenset({'whole milk'}),,,0.010777834,0.43442623,1.70019179,,1.316334004
464,"frozenset({'tropical fruit', 'bottled water'})",frozenset({'whole milk'}),,,0.008032537,0.434065934,1.69878172,,1.315495975
862,"frozenset({'pip fruit', 'bottled water'})",frozenset({'whole milk'}),,,0.004575496,0.432692308,1.693405828,,1.312310755
1444,"frozenset({'other vegetables', 'chocolate'})",frozenset({'whole milk'}),,,0.005490595,0.432,1.690696379,,1.310711243
2125,"frozenset({'newspapers', 'other vegetables'})",frozenset({'whole milk'}),,,0.00833757,0.431578947,1.689048527,,1.309740345
143,"frozenset({'citrus fruit', 'other vegetables', 'root vegetables'})",frozenset({'tropical fruit'}),,,0.004473818,0.431372549,4.110997112,,1.574086216
3873,"frozenset({'citrus fruit', 'domestic eggs'})",frozenset({'other vegetables'}),,,0.004473818,0.431372549,2.229400431,,1.41834055
2046,"frozenset({'tropical fruit', 'newspapers'})",frozenset({'whole milk'}),,,0.005083884,0.431034483,1.686917683,,1.308487005
2920,"frozenset({'sausage', 'tropical fruit'})",frozenset({'other vegetables'}),,,0.005998983,0.430656934,2.225702023,,1.416557819
2106,"frozenset({'yogurt', 'newspapers'})",frozenset({'whole milk'}),,,0.006609049,0.430463576,1.684683355,,1.30717537
180,"frozenset({'rolls/buns', 'citrus fruit'})",frozenset({'whole milk'}),,,0.007219115,0.43030303,1.684055035,,1.306806996
1646,"frozenset({'root vegetables', 'curd'})",frozenset({'yogurt'}),,,0.004677173,0.429906542,3.081728018,,1.509398518
3708,"frozenset({'dessert', 'other vegetables'})",frozenset({'whole milk'}),,,0.004982206,0.429824561,1.682182476,,1.305710375
1516,"frozenset({'white bread', 'other vegetables'})",frozenset({'whole milk'}),,,0.005897306,0.42962963,1.681419581,,1.305264131
3295,"frozenset({'hamburger meat', 'whole milk'})",frozenset({'other vegetables'}),,,0.006304016,0.427586207,2.209832026,,1.408958661
111,"frozenset({'citrus fruit', 'whole milk'})",frozenset({'other vegetables'}),,,0.013014743,0.426666667,2.205079699,,1.406698904
806,"frozenset({'citrus fruit', 'pip fruit'})",frozenset({'other vegetables'}),,,0.005897306,0.426470588,2.204066335,,1.406217981
4026,"frozenset({'yogurt', 'frozen vegetables'})",frozenset({'other vegetables'}),,,0.005287239,0.426229508,2.202820396,,1.405627133
940,"frozenset({'yogurt', 'cream cheese '})",frozenset({'other vegetables'}),,,0.005287239,0.426229508,2.202820396,,1.405627133
684,"frozenset({'rolls/buns', 'coffee'})",frozenset({'whole milk'}),,,0.004677173,0.425925926,1.666924585,,1.296843072
1824,"frozenset({'soda', 'other vegetables'})",frozenset({'whole milk'}),,,0.013929842,0.425465839,1.665123964,,1.295804559
1746,"frozenset({'rolls/buns', 'beef'})",frozenset({'other vegetables'}),,,0.005795628,0.425373134,2.198394522,,1.403532309
3932,frozenset({'frozen vegetables'}),frozenset({'whole milk'}),,,0.020437214,0.424947146,1.663093983,,1.294635755
1132,"frozenset({'rolls/buns', 'butter'})",frozenset({'other vegetables'}),,,0.00569395,0.424242424,2.192550837,,1.400775961
2932,"frozenset({'sausage', 'bottled water'})",frozenset({'other vegetables'}),,,0.005083884,0.423728814,2.189896417,,1.399527498
1462,"frozenset({'rolls/buns', 'chocolate'})",frozenset({'whole milk'}),,,0.004982206,0.422413793,1.65317933,,1.288957348
3879,"frozenset({'rolls/buns', 'domestic eggs'})",frozenset({'whole milk'}),,,0.006609049,0.422077922,1.651864848,,1.288208245
3354,"frozenset({'whipped/sour cream', 'soda'})",frozenset({'other vegetables'}),,,0.004880529,0.421052632,2.176065492,,1.393058187
1001,"frozenset({'long life bakery product', 'whole milk'})",frozenset({'other vegetables'}),,,0.00569395,0.421052632,2.176065492,,1.393058187
3442,"frozenset({'citrus fruit', 'whipped/sour cream'})",frozenset({'yogurt'}),,,0.004575496,0.420560748,3.014733931,,1.485053381
1354,"frozenset({'yogurt', 'bottled water'})",frozenset({'whole milk'}),,,0.00965938,0.420353982,1.645117953,,1.284376953
432,"frozenset({'yogurt', 'tropical fruit'})",frozenset({'other vegetables'}),,,0.012302999,0.420138889,2.171343128,,1.390863012
1222,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'whole milk'}),,,0.017895272,0.420047733,1.6439194,,1.283698724
4008,"frozenset({'rolls/buns', 'frozen vegetables'})",frozenset({'other vegetables'}),,,0.004270463,0.42,2.170625328,,1.390529951
3831,"frozenset({'tropical fruit', 'domestic eggs'})",frozenset({'other vegetables'}),,,0.004778851,0.419642857,2.168779559,,1.38967424
3152,"frozenset({'rolls/buns', 'brown bread'})",frozenset({'whole milk'}),,,0.005287239,0.419354839,1.641207656,,1.282166864
3165,"frozenset({'sausage', 'brown bread'})",frozenset({'other vegetables'}),,,0.004473818,0.419047619,2.165703276,,1.388250394
3158,"frozenset({'sausage', 'brown bread'})",frozenset({'whole milk'}),,,0.004473818,0.419047619,1.640005306,,1.281488828
2365,"frozenset({'sugar', 'whole milk'})",frozenset({'other vegetables'}),,,0.006304016,0.418918919,2.165038133,,1.387942919
3807,"frozenset({'soda', 'domestic eggs'})",frozenset({'whole milk'}),,,0.005185562,0.418032787,1.636033609,,1.279254173
367,"frozenset({'yogurt', 'soda', 'whole milk'})",frozenset({'other vegetables'}),,,0.00437214,0.417475728,2.157579499,,1.384504321
1651,"frozenset({'whipped/sour cream', 'curd'})",frozenset({'other vegetables'}),,,0.00437214,0.417475728,2.157579499,,1.384504321
1939,frozenset({'chicken'}),frozenset({'other vegetables'}),,,0.017895272,0.417061611,2.155439279,,1.383520776
1126,"frozenset({'butter', 'whole milk'})",frozenset({'other vegetables'}),,,0.011489578,0.41697417,2.154987367,,1.383313277
3268,frozenset({'hamburger meat'}),frozenset({'other vegetables'}),,,0.013828165,0.415902141,2.149446954,,1.380774401
906,frozenset({'cream cheese '}),frozenset({'whole milk'}),,,0.016471784,0.415384615,1.625669595,,1.273459449
2866,"frozenset({'sausage', 'yogurt'})",frozenset({'other vegetables'}),,,0.008134215,0.414507772,2.14224064,,1.377486042
235,frozenset({'margarine'}),frozenset({'whole milk'}),,,0.024199288,0.413194444,1.617098035,,1.268706437
750,"frozenset({'tropical fruit', 'pip fruit'})",frozenset({'whole milk'}),,,0.008439248,0.412935323,1.616083926,,1.26814645
3038,"frozenset({'shopping bags', 'root vegetables'})",frozenset({'whole milk'}),,,0.005287239,0.412698413,1.615156741,,1.267634895
2301,"frozenset({'citrus fruit', 'fruit/vegetable juice'})",frozenset({'whole milk'}),,,0.004270463,0.411764706,1.61150254,,1.265622776
566,"frozenset({'tropical fruit', 'whole milk', 'other vegetables'})",frozenset({'root vegetables'}),,,0.00701576,0.410714286,3.768073694,,1.512002588
3856,"frozenset({'whole milk', 'domestic eggs'})",frozenset({'other vegetables'}),,,0.012302999,0.410169492,2.119819732,,1.367354452
1947,frozenset({'chicken'}),frozenset({'whole milk'}),,,0.017590239,0.409952607,1.604410619,,1.261735912
3813,"frozenset({'soda', 'domestic eggs'})",frozenset({'other vegetables'}),,,0.005083884,0.409836066,2.118096534,,1.366581935
2488,"frozenset({'rolls/buns', 'pastry'})",frozenset({'whole milk'}),,,0.008540925,0.40776699,1.595856884,,1.257079517
946,"frozenset({'cream cheese ', 'whole milk'})",frozenset({'other vegetables'}),,,0.006710727,0.407407407,2.105544851,,1.36098119
2221,"frozenset({'bottled water', 'fruit/vegetable juice'})",frozenset({'whole milk'}),,,0.005795628,0.407142857,1.593414246,,1.255756121
851,"frozenset({'pip fruit', 'whole milk', 'other vegetables'})",frozenset({'root vegetables'}),,,0.005490595,0.406015038,3.724960723,,1.500040542
1490,frozenset({'white bread'}),frozenset({'whole milk'}),,,0.017081851,0.405797101,1.58814743,,1.252912074
1696,frozenset({'beef'}),frozenset({'whole milk'}),,,0.021250635,0.40503876,1.585179547,,1.251315103
593,"frozenset({'yogurt', 'tropical fruit', 'other vegetables'})",frozenset({'root vegetables'}),,,0.004982206,0.404958678,3.715269212,,1.497377563
595,"frozenset({'tropical fruit', 'other vegetables', 'root vegetables'})",frozenset({'yogurt'}),,,0.004982206,0.404958678,2.902892562,,1.446115065
796,"frozenset({'citrus fruit', 'pip fruit'})",frozenset({'tropical fruit'}),,,0.005592272,0.404411765,3.854059793,,1.502831284
